Tahun,Provinsi,Kabupaten/Kota,Timbulan Sampah Tahunan (ton/tahun)(A),Pengurangan Sampah Tahunan (ton/tahun)(B),%Pengurangan Sampah(B/A),Penanganan Sampah Tahunan (ton/tahun)(C),%Penanganan Sampah(C/A),Sampah Terkelola Tahunan (ton/tahun)(B+C),%Sampah Terkelola(B+C)/A,Daur ulang Sampah Tahunan (ton/tahun)(D),Bahan baku Sampah Tahunan (ton/tahun)(E),Recycling Rate(D+E)/A,P1/P2
2019,Kalimantan Selatan,Kab. Hulu Sungai Tengah,"39,372.11","9,574.78",24.32,"18,952.63",48.14,"28,527.41",72.46,"8,250.58",337.63,21.81,P 2
2019,Kalimantan Selatan,Kab. Hulu Sungai Utara,"34,793.55","7,285.87",20.94,"25,965.90",74.63,"33,251.77",95.57,"2,932.54","1,237.15",11.98,P 2
2019,Kalimantan Selatan,Kab. Tanah Bumbu,"65,730.48","6,647.71",10.11,"52,195.00",79.41,"58,842.71",89.52,"6,647.71",,10.11,P 2
2019,Kalimantan Selatan,Kab. Balangan,"19,248.64",735.93,3.82,"13,795.91",71.67,"14,531.84",75.5,735.93,"3,667.16",22.87,P 2
2019,Kalimantan Selatan,Kota Banjarmasin,"181,048.83","34,511.92",19.06,"144,837.84",80,"179,349.77",99.06,"5,481.68",,3.03,P 2
2019,Kalimantan Selatan,Kota Banjarbaru,"60,412.23","11,841.94",19.6,"46,208.91",76.49,"58,050.85",96.09,"9,342.86",218.91,15.83,P 2
2019,Kalimantan Timur,Kab. Paser,"41,831.34","4,804.81",11.49,"24,217.75",57.89,"29,022.56",69.38,"1,172.41",,2.8,P 2
2019,Kalimantan Timur,Kab. Kutai Kartanegara,"75,858.97","5,534.50",7.3,"16,961.55",22.36,"22,496.05",29.66,91.25,,0.12,P 2
2019,Kalimantan Timur,Kab. Berau,"59,040.68","5,112.11",8.66,"16,425.00",27.82,"21,537.11",36.48,0.01,,0,P 2
2019,Kalimantan Timur,Kab. Kutai Timur,"77,355.18","10,645.85",13.76,"31,207.50",40.34,"41,853.35",54.11,199.9,"12,227.50",16.07,P 2
2019,Kalimantan Timur,Kab. Penajam Paser Utara,"39,386.69","4,026.11",10.22,"8,555.60",21.72,"12,581.71",31.94,"1,580.25",438,5.12,P 2
2019,Kalimantan Timur,Kota Balikpapan,"167,397.98","33,390.74",19.95,237.25,0.14,"33,627.99",20.09,"25,951.26",237.25,15.64,P 2
2019,Kalimantan Timur,Kota Samarinda,"222,992.22","34,316.60",15.39,"163,081.23",73.13,"197,397.84",88.52,"30,093.97",922.68,13.91,P 2
2019,Kalimantan Timur,Kota Bontang,"37,122.72","6,753.32",18.19,"29,075.90",78.32,"35,829.22",96.52,"6,388.91",73,17.41,P 2
2019,Kalimantan Utara,Kab. Nunukan,"16,110.07","3,382.97",21,"8,378.42",52.01,"11,761.39",73.01,598.6,"1,337.57",12.02,P 2
2019,Kalimantan Utara,Kota Tarakan,"56,319.12","8,696.02",15.44,"44,048.20",78.21,"52,744.22",93.65,"2,632.10",248.2,5.11,P 2
2019,Sulawesi Utara,Kab. Minahasa,"62,435.08","3,591.60",5.75,"24,199.50",38.76,"27,791.10",44.51,,,0,P 2
2019,Sulawesi Utara,Kab. Kepulauan Sangihe,"19,145.86","2,127.95",11.11,"10,220.00",53.38,"12,347.95",64.49,,,0,P 2
2019,Sulawesi Utara,Kab. Kepulauan Talaud,"23,631.71","3,353.98",14.19,"3,650.00",15.45,"7,003.98",29.64,,,0,P 2
2019,Sulawesi Utara,Kab. Minahasa Selatan,"34,814.43","4,770.46",13.7,"8,395.00",24.11,"13,165.46",37.82,199.44,,0.57,P 2
2019,Sulawesi Utara,Kab. Minahasa Utara,"37,161.38",333.99,0.9,"17,826.60",47.97,"18,160.59",48.87,,,0,P 2
2019,Sulawesi Utara,Kab. Minahasa Tenggara,"16,010.51","5,908.36",36.9,"7,847.03",49.01,"13,755.38",85.91,620.49,17.78,3.99,P 2
2019,Sulawesi Utara,Kab. Bolaang Mongondow Utara,"15,575.83",4.93,0.03,"4,380.00",28.12,"4,384.93",28.15,,,0,P 1
2019,Sulawesi Utara,Kab. Kep. Siau Tagulandang Biaro,"13,794.08",0,0,"2,847.00",20.64,"2,847.00",20.64,,,0,P 2
2019,Sulawesi Utara,Kab. Bolaang Mongondow Selatan,"12,057.96",0,0,"2,920.00",24.22,"2,920.00",24.22,,,0,P 2
2019,Sulawesi Utara,Kota Bitung,"55,955.52",,,"41,975.00",75.01,"41,975.00",75.01,,,0,P 2
2019,Sulawesi Utara,Kota Tomohon,"27,317.29","3,439.76",12.59,"18,980.00",69.48,"22,419.76",82.07,,,0,P 2
2019,Sulawesi Utara,Kota Kotamobagu,"22,566.67","3,282.97",14.55,"16,280.83",72.15,"19,563.79",86.69,"1,301.85",220.83,6.75,P 2
2019,Sulawesi Tengah,Kab. Banggai,"67,699.11","13,446.48",19.86,"46,990.10",69.41,"60,436.58",89.27,"3,090.91",,4.57,P 2
2019,Sulawesi Tengah,Kab. Poso,"36,633.30","1,755.37",4.79,"8,227.10",22.46,"9,982.47",27.25,"1,010.86",,2.76,P 2
2019,Sulawesi Tengah,Kab. Donggala,"44,032.29","1,422.09",3.23,"3,050.67",6.93,"4,472.76",10.16,870.93,13.87,2.01,P 2
2019,Sulawesi Tengah,Kab. Parigi Moutong,"78,696.74",996.85,1.27,"5,303.45",6.74,"6,300.30",8.01,488.88,3.65,0.63,P 2
2019,Sulawesi Selatan,Kab. Kepulauan Selayar,"24,751.38","9,496.23",38.37,"6,022.50",24.33,"15,518.73",62.7,"9,165.48",,37.03,P 2
2019,Sulawesi Selatan,Kab. Bulukumba,"61,538.12","1,980.70",3.22,"43,362.00",70.46,"45,342.71",73.68,"1,980.70",,3.22,P 2
2019,Sulawesi Selatan,Kab. Bantaeng,"27,245.35","4,561.03",16.74,"9,289.57",34.1,"13,850.60",50.84,"4,452.60",237.57,17.21,P 2
2019,Sulawesi Selatan,Kab. Sinjai,"38,825.34","3,069.75",7.91,"28,178.00",72.58,"31,247.75",80.48,0,,0,P 2
2019,Sulawesi Selatan,Kab. Bone,"137,311.91","10,274.66",7.48,"30,660.00",22.33,"40,934.66",29.81,"3,597.71",,2.62,P 2
2019,Sulawesi Selatan,Kab. Maros,"51,555.67","10,106.01",19.6,"28,835.00",55.93,"38,941.01",75.53,"1,155.49",,2.24,P 2
2019,Sulawesi Selatan,Kab. Pangkajene Kepulauan,"51,130.37",275.27,0.54,"9,712.28",19,"9,987.55",19.53,5.94,163.89,0.33,P 2
2019,Sulawesi Selatan,Kab. Barru,"26,626.46","8,723.83",32.76,"11,643.90",43.73,"20,367.73",76.49,"8,722.55",62.45,32.99,P 2
2019,Sulawesi Selatan,Kab. Wajo,"57,934.26",842.91,1.45,"22,736.50",39.25,"23,579.41",40.7,15.5,113.8,0.22,P 2
2019,Sulawesi Selatan,Kab. Sidenreng Rappang,"44,087.91","8,068.98",18.3,"19,329.01",43.84,"27,398.00",62.14,"8,047.34",553.41,19.51,P 2
2019,Sulawesi Selatan,Kab. Enrekang,"42,850.45","3,545.84",8.27,"14,600.00",34.07,"18,145.84",42.35,"1,043.54","2,920.00",9.25,P 2
2019,Sulawesi Selatan,Kab. Luwu Utara,"47,887.12",842.99,1.76,"5,861.90",12.24,"6,704.89",14,842.99,,1.76,P 2
2019,Sulawesi Selatan,Kab. Luwu Timur,"42,898.01","3,181.30",7.42,"23,360.00",54.45,"26,541.30",61.87,"2,719.10",,6.34,P 2
2019,Sulawesi Selatan,Kota Pare Pare,"26,751.58","2,814.13",10.52,"19,892.50",74.36,"22,706.63",84.88,,,0,P 2
2019,Sulawesi Selatan,Kota Palopo,"37,876.96","4,903.02",12.94,"22,115.35",58.39,"27,018.37",71.33,286.48,215.35,1.32,P 2
2019,Sulawesi Tenggara,Kab. Kolaka,"56,245.11","2,247.07",4,"12,986.15",23.09,"15,233.23",27.08,"2,229.31",65.15,4.08,P 2
2019,Sulawesi Tenggara,Kab. Konawe,"35,671.30","2,420.15",6.78,"5,322.11",14.92,"7,742.26",21.7,"2,420.15",33.26,6.88,P 1
2019,Sulawesi Tenggara,Kab. Buton,"14,768.05",0,0,"4,559.00",30.87,"4,559.00",30.87,,,0,P 2
2019,Sulawesi Tenggara,Kab. Bombana,"20,446.57","1,943.22",9.5,"3,504.00",17.14,"5,447.22",26.64,349.79,,1.71,P 2
2019,Gorontalo,Kab. Gorontalo,"53,495.57",863.47,1.61,"6,057.18",11.32,"6,920.65",12.94,823.98,118.63,1.76,P 2
2019,Gorontalo,Kab. Pohuwato,"21,238.47",0,0,"5,390.42",25.38,"5,390.42",25.38,,"1,897.73",8.94,P 2
2019,Gorontalo,Kota Gorontalo,"51,040.47","2,023.15",3.96,"25,550.00",50.06,"27,573.15",54.02,"1,606.00",,3.15,P 2
2019,Sulawesi Barat,Kab. Pasangkayu,"25,399.33",20.4,0.08,876,3.45,896.4,3.53,20.4,876,3.53,P 2
2019,Sulawesi Barat,Kab. Polewali Mandar,"64,616.10","6,745.43",10.44,"21,381.85",33.09,"28,127.27",43.53,"2,427.21","1,306.85",5.78,P 2
2019,Maluku,Kab. Maluku Tenggara,"18,175.36","2,597.39",14.29,"13,411.93",73.79,"16,009.31",88.08,"1,009.23",636.93,9.06,P 2
2019,Maluku,Kab. Buru Selatan,"11,179.95",,,"6,745.20",60.33,"6,745.20",60.33,,,0,P 2
2019,Maluku,Kota Ambon,"98,145.73","13,370.41",13.62,"66,430.00",67.69,"79,800.41",81.31,943.31,,0.96,P 2
2019,Maluku Utara,Kab. Halmahera Utara,"50,166.15",,,"12,775.00",25.47,"12,775.00",25.47,,,0,P 2
2019,Maluku Utara,Kota Ternate,"26,384.69",146.99,0.56,"20,719.23",78.53,"20,866.22",79.08,146.99,414.28,2.13,P 2
2019,Maluku Utara,Kota Tidore Kepulauan,"16,568.81","2,446.12",14.76,"9,165.36",55.32,"11,611.48",70.08,"2,334.89",149.86,15,P 2
2019,Papua,Kab. Biak Numfor,"21,232.05","3,099.26",14.6,"16,986.66",80,"20,085.92",94.6,"2,362.45",,11.13,P 2
2019,Papua,Kab. Asmat,"14,233.54",109.5,0.77,"2,007.50",14.1,"2,117.00",14.87,,,0,P 2
2019,Papua,Kota Jayapura,"92,211.70","7,804.73",8.46,"67,525.00",73.23,"75,329.73",81.69,"4,379.55",,4.75,P 2
2019,Papua Barat,Kab. Raja Ampat,"12,090.99",54.78,0.45,547.5,4.53,602.28,4.98,51.06,547.5,4.95,P 2
2018,Papua Barat,Kab. Manokwari,"54,830.04",,,"21,608.00",39.41,"21,608.00",39.41,,,0,P 2
