Tahun,Provinsi,Kabupaten/Kota,Luas Wilayah (km2)(A),Luas RTH (km2)(B),% RTH(B/A),Taman Kota (km2),Hutan Kota (km2),Jalur hijau di Jalan (km2),Sempadan Sungai (km2),Sempadan Pantai (km2),Tempat Pemakaman Umum (km2),Sempadan Rel Kereta Api (km2),Jalur Hijau Jaringan Listrik Tegangan Tinggi (km2),Pengaman Sumber_Air Baku Mata Air (km2),Kebun Bibit (km2),Lain-lain (km2)
2019,Sulawesi Tengah,Kab. Morowali Utara,"18,362.39",0,0,0,-,-,-,-,-,-,-,-,-,-
2019,Sulawesi Selatan,Kab. Kepulauan Selayar,"1,357.03",0.01729,0,0,0.02,-,-,-,-,-,-,-,-,-
2019,Sulawesi Selatan,Kab. Bulukumba,,1.24628,,0.08,0.01,0.17,0.35,0.63,-,-,-,-,-,-
2019,Sulawesi Selatan,Kab. Bantaeng,395.83,0.47738,0.12,0.24,0.06,0.1,0.04,-,0.05,-,-,-,-,-
2019,Sulawesi Selatan,Kab. Jeneponto,747.79,,,-,-,-,-,-,-,-,-,-,-,-
2019,Sulawesi Selatan,Kab. Sinjai,819.96,,,-,-,-,-,-,-,-,-,-,-,-
2019,Sulawesi Selatan,Kab. Bone,"4,593.00",6.7975,0.15,0.19,0.16,6.44,-,-,-,-,-,-,-,-
2019,Sulawesi Selatan,Kab. Maros,"1,619.12",0.002,0,0,-,-,-,-,-,-,-,-,-,-
2019,Sulawesi Selatan,Kab. Pangkajene Kepulauan,,,,-,-,-,-,-,-,-,-,-,-,-
2019,Sulawesi Selatan,Kab. Barru,"1,174.72",0.5291,0.05,0.04,0.05,0,0,0.3,0.13,-,-,-,-,-
2019,Sulawesi Selatan,Kab. Soppeng,"1,500.00",0.01,0,-,0.01,-,-,-,-,-,-,-,-,-
2019,Sulawesi Selatan,Kab. Wajo,"2,506.19",4.57196,0.18,0.02,1.03,0.24,-,3.18,0.1,-,-,-,-,-
2019,Sulawesi Selatan,Kab. Sidenreng Rappang,"1,883.25",0.24,0.01,0.05,0.04,0.14,-,-,-,-,-,-,-,-
2019,Sulawesi Selatan,Kab. Enrekang,"1,786.01",0.05112,0,0.01,0,0.04,-,-,0,-,-,-,-,-
2019,Sulawesi Selatan,Kab. Luwu Utara,"7,502.58",0.12472,0,0.09,-,0.04,-,-,-,-,-,-,-,-
2019,Sulawesi Selatan,Kab. Luwu Timur,"6,944.88",7.56861,0.11,0.12,7.4,0.01,-,-,0.04,-,-,-,-,-
2019,Sulawesi Selatan,Kota Makassar,72,0.18037,0.25,0.18,-,-,-,-,-,-,-,-,-,-
2019,Sulawesi Selatan,Kota Pare Pare,99.33,,,-,-,-,-,-,-,-,-,-,-,-
2019,Sulawesi Selatan,Kota Palopo,247.5,2.5098,1.01,2.51,0,0,-,-,-,-,-,-,-,-
2019,Sulawesi Tenggara,Kab. Kolaka,"3,283.59",1.06976,0.03,0.01,0.09,0.19,-,0.63,0.06,-,0.09,-,-,-
2019,Sulawesi Tenggara,Kab. Kolaka Utara,,,,-,-,-,-,-,-,-,-,-,-,-
2019,Sulawesi Tenggara,Kab. Kolaka Timur,"3,654.74",0.0014,0,-,-,0,-,-,-,-,-,-,-,-
2019,Sulawesi Tenggara,Kota Kendari,271.76,,,-,-,-,-,-,-,-,-,-,-,-
2019,Gorontalo,Kab. Gorontalo,"1,751.00",0.9898,0.06,0.06,0.93,-,-,-,-,-,-,-,-,-
2019,Gorontalo,Kab. Pohuwato,"4,457.43",0.02976,0,0.03,-,-,-,-,-,-,-,-,-,-
2019,Gorontalo,Kota Gorontalo,64.79,0.03768,0.06,0.04,-,-,-,-,-,-,-,-,-,-
2019,Sulawesi Barat,Kab. Pasangkayu,"3,043.65",,,-,-,-,-,-,-,-,-,-,-,-
2019,Sulawesi Barat,Kab. Polewali Mandar,"2,022.30",0.23098,0.01,0.07,0.16,-,0,-,-,-,-,-,-,-
2019,Maluku,Kab. Maluku Tenggara,"4,049.00",0.88658,0.02,0.02,0.08,0.65,-,0.07,0.05,-,-,0.02,-,-
2019,Maluku,Kab. Maluku Barat Daya,"8,633.15",0.01553,0,0.02,-,-,-,-,-,-,-,-,-,-
2019,Maluku,Kota Ambon,45.47,1.33188,2.93,0.14,0.12,0.81,-,0.12,0.13,-,-,-,-,-
2019,Maluku Utara,Kab. Pulau Morotai,"4,301.53",0.04962,0,0.03,0.02,-,-,-,-,-,-,-,-,-
2019,Maluku Utara,Kota Ternate,579.54,0.01939,0,0.01,0.01,0,-,0,0,-,-,0,-,-
2019,Maluku Utara,Kota Tidore Kepulauan,"2,875.09",15.3429,0.53,5.36,9.89,0.07,-,0.02,-,-,-,-,-,-
2019,Papua,Kab. Biak Numfor,"2,269.84",680.99592,30,0.02,7.6,0.88,667.16,2.23,0.03,-,-,2.85,-,0.23
2019,Papua,Kota Jayapura,490,,,-,-,-,-,-,-,-,-,-,-,-
2019,Papua Barat,Kab. Manokwari,"4,650.32",,,-,-,-,-,-,-,-,-,-,-,-
2019,Papua Barat,Kab. Raja Ampat,"67,379,600.00",76.8084,0,0,0,75.15,1.24,-,-,-,-,-,-,0.15
2018,Riau,Kab. Indragiri Hilir,13.53,,,-,-,-,-,-,-,-,-,-,-,-
2018,Sumatera Selatan,Kab. Ogan Komering Ulu,"4,797.06",,,-,-,-,-,-,-,-,-,-,-,-
2018,Nusa Tenggara Timur,Kab. Nagekeo,"1,416.96",0.007,0,-,-,-,-,0.01,-,-,-,-,-,-
2018,Kalimantan Timur,Kab. Penajam Paser Utara,,,,-,-,-,-,-,-,-,-,-,-,-
2018,Sulawesi Selatan,Kab. Pinrang,"1,961.77",,,-,-,-,-,-,-,-,-,-,-,-
2018,Papua Barat,Kab. Manokwari,"4,650.32",,,-,-,-,-,-,-,-,-,-,-,-
